31	то	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#10.97#11.475
32	есть	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#11.475#11.98
33	/	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#11.98#12.485
34	всё-таки	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#12.485#12.99
35	э	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#12.99#13.495
36	может	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#13.495#14.0
37	?	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#14.0#14.51
38	невежество	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#15.01#15.337
39	может	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#15.337#15.664
40	[нрзб]	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#15.664#15.991
41	#смеются#	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#15.991#16.318
42	дальше	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#16.318#16.645
43	поглядим	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#16.645#16.972
44	увидим	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#16.972#17.299
45	я	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#17.299#17.626
46	напомню	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#17.626#17.953
47	нашим	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#17.953#18.28
48	слушателям	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#18.28#18.607
49	что	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#18.607#18.934
50	мы	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#18.934#19.261
51	в	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#19.261#19.588
52	прямом	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#19.588#19.915
53	эфире	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#19.915#20.242
54	в	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#20.242#20.569
55	нашей	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#20.569#20.896
56	группе	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#20.896#21.223
57	вконтакте	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#21.223#21.55
58	в	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#21.55#21.877
59	нашей	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#21.877#22.204
60	группе	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#22.204#22.531
61	в	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#22.531#22.858
62	фейсбуке	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#22.858#23.185
63	а	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#23.185#23.512
64	также	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#23.512#23.839
65	на	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#23.839#24.166
66	сайте	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#24.166#24.493
67	фонтанки	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#24.493#24.82
68	по	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#24.82#25.147
69	телефону	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#25.147#25.474
70	прямого	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#25.474#25.801
71	эфира	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#25.801#26.128
72	вы	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#26.128#26.455
73	можете	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#26.455#26.782
74	нам	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#26.782#27.109
75	задавать	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#27.109#27.436
76	вопросы	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#27.436#27.763
77	/	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#27.763#28.09
78	друзья	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#28.09#28.417
79	мои	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#28.417#28.744
80	мы	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#28.744#29.071
81	постараемся	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#29.071#29.398
82	на	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#29.398#29.725
83	все	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#29.725#30.052
84	вопросы	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#30.052#30.379
85	ответить	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#30.379#30.706
86	и	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#30.706#31.033
87	у	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#31.033#31.36
88	нас	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#31.36#31.687
89	практически	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#31.687#32.014
90	час	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#32.014#32.341
91	целый	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#32.341#32.668
92	будем	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#32.668#32.995
93	слушать	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#32.995#33.322
94	и	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#33.322#33.649
95	музыку	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#33.649#33.976
96	сегодня	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#33.976#34.303
97	и	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#34.303#34.63
98	/	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#34.63#34.957
99	начнём	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#34.957#35.284
100	вы	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#35.284#35.611
101	всё-таки	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#35.611#35.938
102	с	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#35.938#36.265
103	презентации	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#36.265#36.592
104	книги	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#36.592#36.919
105	которая	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#36.919#37.246
106	состоялась	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#37.246#37.573
107	/	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#37.573#37.9
108	книга	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#37.9#38.227
109	в	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#38.227#38.554
110	свободном	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#38.554#38.881
111	доступе	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#38.881#39.208
112	насколько	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#39.208#39.535
113	я	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#39.535#39.862
114	понимаю	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#39.862#40.21
115	то	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#41.01#41.303
116	есть	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#41.303#41.596
117	каждый	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#41.596#41.889
118	из	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#41.889#42.182
119	наших	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#42.182#42.475
120	слушателей	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#42.475#42.768
121	сможет	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#42.768#43.061
122	её	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#43.061#43.354
123	прочитать	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#43.354#43.647
124	/	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#43.647#43.94
125	книга	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#43.94#44.233
126	называется	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#44.233#44.526
127	равинагар	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#44.526#44.82
128	ам	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#45.5#46.02
129	ты	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#46.79#47.198
130	исследуешь	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#47.198#47.606
131	/	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#47.606#48.014
132	опираясь	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#48.014#48.422
133	на	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#48.422#48.83
134	математику	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#48.83#49.238
135	/	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#49.238#49.646
136	индийскую	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#49.646#50.054
137	драматургию	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#50.054#50.462
138	/	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#50.462#50.87
139	символику	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#50.87#51.278
140	индийских	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#51.278#51.686
141	сект	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#51.686#52.094
142	/	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#52.094#52.502
143	можно	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#52.502#52.91
144	сказать	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#52.91#53.318
145	тайны	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#53.318#53.726
146	еврейского	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#53.726#54.134
147	мистицизма	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#54.134#54.542
148	ну	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#54.542#54.95
149	каббала	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#54.95#55.358
150	там	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#55.358#55.766
151	тоже	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#55.766#56.174
152	присутствует	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#56.174#56.582
153	/	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#56.582#56.99
154	феномен	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#56.99#57.398
155	внутренней	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#57.398#57.806
156	логики	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#57.806#58.214
157	текстов	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#58.214#58.622
158	шизофреников	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#58.622#59.03
159	параноиков	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#59.03#59.438
160	и	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#59.438#59.846
161	аутистов	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#59.846#60.254
162	вот	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#60.254#60.662
163	скажи	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#60.662#61.07
164	мне	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#61.07#61.478
165	пожалуйста	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#61.478#61.886
166	что	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#61.886#62.294
167	подтолкнуло	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#62.294#62.702
168	тебя	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#62.702#63.11
169	к	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#63.11#63.518
170	этому	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#63.518#63.926
171	поиску	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#63.926#64.36
172	классификацию	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#97.63#97.942
173	что	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#97.942#98.254
174	имеется	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#98.254#98.566
175	в	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#98.566#98.878
176	виду	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#98.878#99.19
177	?	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#99.19#99.502
178	там	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#99.502#99.814
179	условно	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#99.814#100.126
180	говоря	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#100.126#100.438
181	овца	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#100.438#100.75
182	первый	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#100.75#101.062
183	номер	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#101.062#101.374
184	/	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#101.374#101.686
185	там	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#101.686#101.998
186	кот	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#101.998#102.31
187	второй	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#102.31#102.622
188	номер	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#102.622#102.95
189	прости	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#111.32#113.26
190	а	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#268.62#268.945
191	что	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#268.945#269.27
192	значит	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#269.27#269.595
193	категория	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#269.595#269.92
194	абстрактная	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#269.92#270.245
195	в	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#270.245#270.57
196	данном	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#270.57#270.895
197	случае	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#270.895#271.22
198	?	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#271.22#271.545
199	то	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#271.545#271.87
200	есть	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#271.87#272.195
201	эээ	_	_	_	_	_	_	_	@ovm1978f-words#@ovm1978f#272.195#272.53
202	это	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#5.59#5.87
203	не	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#5.87#6.15
204	моя	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#6.15#6.43
205	цитата	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#6.43#6.71
206	да	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#9.83#10.18
207	не	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#10.18#10.53
208	глупость	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#10.53#10.88
209	какая-то	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#10.88#11.23
210	может	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#13.3#13.8
211	конечно	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#18.4#23.2
212	может	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#23.2#28.0
213	да	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#28.0#35.0
214	да	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#65.07#65.461
215	всё	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#65.461#65.852
216	очень	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#65.852#66.243
217	просто	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#66.243#66.634
218	история	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#66.634#67.025
219	начинается	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#67.025#67.416
220	с	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#67.416#67.807
221	детства	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#67.807#68.198
222	[нрзб]	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#68.198#68.589
223	в	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#68.589#68.98
224	детстве	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#68.98#69.371
225	у	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#69.371#69.762
226	меня	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#69.762#70.153
227	был	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#70.153#70.544
228	учитель	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#70.544#70.935
229	который	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#70.935#71.326
230	/	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#71.326#71.717
231	эм	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#71.717#72.108
232	/	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#72.108#72.499
233	представил	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#72.499#72.89
234	мне	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#72.89#73.281
235	одну	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#73.281#73.672
236	/	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#73.672#74.063
237	задачу	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#74.063#74.47
238	мы	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#74.83#75.217
239	должны	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#75.217#75.604
240	были	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#75.604#75.991
241	написать	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#75.991#76.378
242	классификацию	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#76.378#76.765
243	всех	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#76.765#77.152
244	уральских	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#77.152#77.539
245	животных	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#77.539#77.926
246	то	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#77.926#78.313
247	есть	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#78.313#78.7
248	мы	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#78.7#79.087
249	брали	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#79.087#79.474
250	тетрадку	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#79.474#79.861
251	толстую	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#79.861#80.248
252	главное	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#80.248#80.635
253	было	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#80.635#81.022
254	взять	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#81.022#81.409
255	потолще	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#81.409#81.796
256	тетрадку	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#81.796#82.183
257	и	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#82.183#82.57
258	записывали	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#82.57#82.957
259	туда	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#82.957#83.344
260	козочку	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#83.344#83.731
261	овечку	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#83.731#84.118
262	и	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#84.118#84.505
263	так	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#84.505#84.892
264	далее	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#84.892#85.279
265	/	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#85.279#85.666
266	что	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#85.666#86.053
267	такое	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#86.053#86.44
268	и	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#86.44#86.827
269	так	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#86.827#87.214
270	далее	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#87.214#87.601
271	было	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#87.601#87.988
272	не	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#87.988#88.375
273	понятно	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#88.375#88.762
274	ни	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#88.762#89.149
275	ему	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#89.149#89.536
276	ни	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#89.536#89.923
277	мне	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#89.923#90.31
278	но	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#90.31#90.697
279	мы	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#90.697#91.084
280	осознавали	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#91.084#91.471
281	весь	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#91.471#91.858
282	объём	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#91.858#92.245
283	/	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#92.245#92.632
284	мы	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#92.632#93.019
285	делали	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#93.019#93.406
286	классификацию	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#93.406#93.793
287	/	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#93.793#94.18
288	после	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#94.18#94.567
289	этого	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#94.567#94.954
290	я	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#94.954#95.341
291	собирался	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#95.341#95.728
292	сделать	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#95.728#96.115
293	классификацию	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#96.115#96.502
294	всех	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#96.502#96.889
295	рыб	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#96.889#97.33
296	вот	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#102.48#102.857
297	это	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#102.857#103.234
298	тончайший	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#103.234#103.611
299	вопрос	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#103.611#103.988
300	ты	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#103.988#104.365
301	сходу	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#104.365#104.742
302	меня	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#104.742#105.119
303	подрубаешь	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#105.119#105.496
304	тончайшим	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#105.496#105.873
305	вопросом	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#105.873#106.25
306	что	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#106.25#106.627
307	такое	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#106.627#107.004
308	классификация	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#107.004#107.381
309	да	_	_	_	_	_	_	_	@rvm1978m-words#@rvm1978m#107.381#107.758
